Gene	P-value
ANKRD13A	0.09319328010476921
SH2B3	0.06378644155368923
ERP29	0.008221419434593867
DDX54	0.027948273791197867
RBM19	0.09406989310657102
LINC00173	0.0602666022633934
TESC	0.09277183326591233
RPS2P5	0.01263551868914958
RPLP0	0.09719978248031585
RP1-278C19.8	0.09682672446842883
GATC	0.052471638804007216
RPL29P24	0.08708111106238882
CAMKK2	0.042318188009393916
ORAI1	0.023288252134670916
TMEM120B	0.09410771762501371
RHOF	0.00352992303935333
DIABLO	0.007373539220840854
CLIP1	0.02106623522939584
ARL6IP4	0.058439354525621455
CCDC92	0.0694918667833003
NCOR2	0.03080327250960537
RP11-21K12.3	0.014749395358185468
GLT1D1	0.0979950708160856
NOC4L	0.018924292134851535
P2RX2	0.03866923984535867
ZNF84	0.037326231762699495
ZNF140	0.009040101690158961
ZNF268	0.04061952059774461
IFT88	0.051077665988070134
LINC00539	0.06838117037357315
GAPDHP52	0.004737657456489503
PCOTH	0.03197611113574259
SPATA13	0.07847722002258195
RP11-490N5.3	0.055112757423211374
LINC01058	0.010237579485025164
LINC00398	0.04848906249027341
RP11-380B4.3	0.046215343293154076
CSNK1A1L	0.0753360816545855
RP11-676B18.2	0.013515222575325524
RP11-676B18.1	0.024483167420757287
ELF1	0.012729208141917624
RP11-74J13.8	0.074468547766116
CYSLTR2	0.03239108879353909
PSME2P2	0.0880205947005995
OGFOD1P1	0.09531771541227063
MLNR	0.0770498779453209
ARL11	0.059353727541889625
SERPINE3	0.04488923593522224
INTS6-AS1	0.08188927066756872
THSD1	0.06485101853860939
RP11-78J21.4	0.0616251444975401
H3F3BP1	0.08913271457893492
FBXL3	0.06209844775918773
DNAJC3-AS1	0.06366744462346903
DNAJC3	0.029777965419829976
DOCK9-AS1	0.09214900964311701
PCCA	0.06776409916753708
TNFSF13B	0.00802883842220572
RP11-153I24.5	0.008503678686520537
IRS2	0.049484397725831866
RP11-40E6.2	0.04426530255385581
ATP11A	0.05191564716631104
TMCO3	0.04231679074190627
RP11-230F18.6	0.036259568553880336
LINC00453	0.06486169629929943
CHAMP1	0.09373493801380532
OR4H12P	0.04908389021239437
ARHGEF40	0.036326395693960456
TMEM253	0.008555473689064157
TRAV8-2	0.09219018776239496
OR6E1P	0.04554930670800357
OXA1L	0.0032195038534426745
REM2	0.003258416011770313
PRMT5-AS1	0.08382959826815863
PRMT5	0.06753820971129246
RP11-298I3.1	0.04940914920659096
HAUS4	0.09479669435900236
RP11-298I3.3	0.09320848562051112
PABPN1	0.02512068567280231
ZFHX2-AS1	0.07084823036922129
RP11-66N24.3	0.058205929233551224
AP1G2	0.07759163533413412
CARMIL3	0.08398140734719449
PSME2	0.06703279611242896
CHMP4A	0.07196532208663346
RABGGTA	0.0035881225745388657
NOP9	0.010105553631596332
ADCY4	0.07198201688903158
CBLN3	0.06848884637504267
GZMB	0.05342192397098391
HEATR5A	0.06005351329666438
RP11-73E17.2	0.03670369154675209
RP11-1074O12.1	0.03074855453170889
ARF6	0.02512068567280231
VCPKMT	0.03773559623102713
SOS2	0.033580086232863564
NIN	0.048762082453217004
ABHD12B	0.02704956501658111
TRIM9	0.022575440673143557
RP11-255G12.2	0.07756644474931439
RP11-452D12.1	0.06885969644160508
PTGER2	0.08983616330953309
CTD-2588E21.1	0.027039629635328
PELI2	0.040728699831740565
TMEM260	0.003595439994545569
RP11-1085N6.2	0.05299844578726596
PSMA3-AS1	0.02409111625505289
ARID4A	0.03578161404743038
KIAA0586	0.04082170151783758
DACT1	1.5999771365585702e-06
RTN1	0.052104894295739335
PCNX4	0.022698055102742927
SCOCP1	0.05896404023117597
CTD-2302E22.1	0.009633037953344204
CHURC1	0.09590856008274005
CTD-2325P2.3	0.015460520677846267
DCAF5	0.07853883859097988
EXD2	0.08874097344732841
LINC01269	0.054843130553036384
PCNX1	0.02136006660478165
RP6-91H8.1	0.07961652711496198
NUMB	0.06685049228030161
RP1-240K6.3	0.05248944959967224
CTD-2207P18.2	0.03315145621216147
AREL1	0.026060669435512884
RP11-173A8.2	0.04862422364337841
DLST	0.06420254227570839
CYCSP1	0.0735658737104855
VASH1	0.034216771633585046
RP11-488C13.4	0.08338984622789182
LINC01629	0.09150882428526368
IRF2BPL	0.051077665988070134
RP11-7F17.8	0.008974811658564927
RP11-7F17.5	0.005110022050203056
RP11-7F17.3	0.01028486315700992
TMED8	0.005907806344528908
SAMD15	0.0038247196520359568
NOXRED1	0.005963647840449704
ISM2	0.058212118582405846
ADCK1	0.025567991780606193
GTF2A1	0.0897250135796652
CTD-2341M24.1	0.09493227646354473
KCNK10	0.06157801503816265
TTC8	0.0025477458872860716
DDX24	0.059606034290141115
IFI27L2	0.05508486997801411
RP11-349I1.2	0.05818768068634484
GSC	0.0071603480549085686
DICER1	0.05427159316546371
CLMN	0.05342190019082173
ATG2B	0.07679058585925384
PAPOLA	0.054231443413583165
RP11-907D1.3	0.051671135517063004
WDR20	0.07010887298703247
TECPR2	0.020179646506542373
EIF5	0.08597553744100993
CTD-2134A5.4	0.08322927477080251
RN7SL634P	0.09012668740898665
PLD4	0.00673977328377247
BRF1	0.02936093212652887
BTBD6	0.012296225881887167
PACS2	0.020149530494358803
MTA1	0.02660081296538439
C14orf80	0.07901424052151909
MIR4538	0.0984013817056891
AC090602.2	0.07132861240927768
LINC00929	0.04554930670800357
RPL41P2	0.07759163533413412
NSMCE3	0.0982521809081908
DKFZP434L187	0.05746459255494821
RNU6-17P	0.09003705350179357
CTD-3092A11.1	0.07829286599250129
ULK4P1	0.05507631982291759
KATNBL1	0.013962640055989677
SLC12A6	0.03579838240672422
RP11-462P6.1	0.02936093212652887
PLCB2	0.017777463449737133
RMDN3	0.0893456953305086
DNAJC17	0.01328687549138225
ZFYVE19	0.03773559623102713
CHP1	0.014067839103561844
LTK	0.0634600526186549
MAPKBP1	0.046862271903849874
JMJD7	0.07010887298703247
TMEM87A	0.08044062272339354
ZNF106	0.05589915609866115
SNAP23	0.03579698348807138
SERF2	0.008503678686520537
CASC4	0.019179058551083566
SPG11	0.0867899609082652
ATP8B4	0.046783102318183674
HDC	0.0013990608051937428
RAB27A	0.0864294299912838
CCPG1	0.09952850663610416
MYZAP	0.054571122937061754
AQP9	0.0420903662232594
MTCO3P23	0.06913104669303881
MTND5P32	0.05589915609866115
LIPC-AS1	0.05730363433677441
RP11-16B9.1	0.03773559623102713
C15orf61	0.03418199197242631
MAP2K5	0.026274077357801216
RP11-34F13.2	0.045405316893464054
SPESP1	0.00953935409003952
NOX5	0.008722999437944632
RPLP1	0.0011849970297824355
RP11-19J5.1	0.0035489401137875506
LINC00593	0.0032195038534426745
AC011648.1	0.05037918372144184
UACA	0.011263904575381812
HMGB1P6	0.0864294299912838
HEXA	0.031941378709839714
RP11-1007O24.3	0.08113710943904323
NPTN-IT1	0.05037918372144184
LOXL1-AS1	0.008221419434593867
LOXL1	0.02620232963708759
MAN2C1	0.0011415620968150688
RP11-817O13.8	0.06485101853860939
PTPN9	0.03578161404743038
TMED3	0.031941378709839714
RNU6-667P	0.09844432788316916
RP11-38G5.2	0.054353055642691536
RP11-38G5.4	0.009590247905195255
RP11-775C24.3	0.04349815434151601
CTD-2240J17.4	0.08062259625336064
ADAMTS7P1	0.002282100598991753
RP11-382A20.6	0.018170688359942032
ALPK3	0.08713453640119115
RNU6-1280P	0.0298030767014961
HAPLN3	0.08664656136502724
POLG	0.007693739758328239
MIR9-3HG	9.09071034812571e-07
CIB1	0.007577275514527025
IQGAP1	0.05818768068634484
BLM	0.08887341871270114
LINC00930	0.01048143741175936
RP11-386M24.9	0.0215385287094257
FAM174B	0.010699984868084047
CTD-2313J17.5	0.07473436602840593
LINC01579	0.06625890969472488
RP11-76E17.4	0.053684797491187146
MCTP2	0.009669518312453655
SPATA8-AS1	0.05299844578726596
FAM169B	0.09233627892002967
IGF1R	0.016862376591378674
MEF2A	0.0071603480549085686
CERS3	0.08997982326809872
ASB7	0.06915789216088664
RP11-66B24.4	0.04820895849001977
LRRK1	0.057451183105287795
RP11-424I19.2	0.030860898191986036
NPRL3	0.02820728437001673
HBM	0.042675518517632995
HBA2	0.046862271903849874
HBA1	0.024888912277708678
FAM234A	0.06595707086942648
NME4	0.05723110160253803
CAPN15	0.0343478622395365
RHOT2	0.0046854900555382975
STUB1	0.0002448078213561728
JMJD8	0.0023285126431739633
LMF1	0.04147053463327311
UBE2I	0.04779617184844009
TSR3	0.09921511661291392
GNPTG	0.003926720461329638
CLCN7	0.0017781899935001898
TELO2	0.03572522680224543
NME3	0.0021924785249470996
EME2	0.008191948863804182
SPSB3	0.02136006660478165
HAGH	0.05632349886988827
NDUFB10	0.03953434077759013
RPS2	0.010016478864461097
TBL3	0.0210339477981313
GFER	0.022089240269488553
ZNF598	0.0048158418368691855
TSC2	0.027654085941457327
TRAF7	0.06677967286231766
MLST8	0.008855255199269552
PGP	0.0722292759553701
E4F1	0.0548392573256226
RNPS1	0.02192720245091995
ATP6V0C	0.06480785181800752
ELOB	0.04432784454375725
PRSS33	0.020149530494358803
PRSS41	0.03579698348807138
BICDL2	0.04554930670800357
RP11-473M20.5	0.02083753304594791
MMP25-AS1	0.008503678686520537
AJ003147.9	0.009329738483311133
ZNF200	0.011039047394727169
LINC00921	0.09733516378169688
AJ003147.11	0.02715651276114945
GLIS2	0.09085005506406876
CORO7	0.09620772830818539
NMRAL1	0.0012257386000079037
NAGPA	0.07980399373717424
RP11-77H9.8	0.07219673605626158
C16orf72	0.0671316195741056
CLEC16A	0.05589971817312645
CTD-3088G3.8	0.020319174577023584
CTD-3088G3.4	0.023518295749089774
BFAR	0.007542093247009073
RP11-1102P22.1	0.03391837261736803
RP11-1102P22.2	0.0795974677222034
COQ7	0.00039019767949921965
C16orf62	0.016796381339749287
LYRM1	0.05299844578726596
CTB-31N19.3	0.024625476309292973
RNU6-196P	0.08359711824097874
POLR3E	0.0114330250868672
RN7SKP23	0.03924017782204105
GGA2	0.020239476045921186
LINC02195	0.051299889556995534
NSMCE1	0.09458613056815728
IL4R	0.03857738687881111
IL21R	0.02669663622147162
IL21R-AS1	0.03752292077830124
GTF3C1	0.04270010297974225
CLN3	0.03317802428088885
EIF3C	0.040666833378132226
ATXN2L	0.022522111160624927
TUFM	0.004899880024585398
RABEP2	0.0151673600675479
NFATC2IP	0.04270010297974225
RP11-264B17.4	0.08233862215718742
SPNS1	0.011635050038559636
C16orf54	0.09538258140134057
MAZ	0.010295041401111123
TMEM219	0.043707854661189253
RP11-146F11.1	0.06976101310847643
PHKG2	0.00792793694169127
RNF40	0.05896404023117597
BCL7C	0.03992718482751725
PRSS53	0.09182407577996167
RP11-452L6.5	0.08077482645065201
ZNF267	0.06630735626364216
UBE2MP1	0.0867899609082652
MYLK3	0.059606034290141115
CNEP1R1	0.06999817546959547
NKD1	0.06289083106493458
RP11-44F14.2	0.05723110160253803
RP11-44F14.8	0.035906488688563505
RP11-44F14.9	0.03489990429799271
RP11-44F14.10	0.06457871426754842
RBL2	0.025261167807001092
RP11-44F14.6	0.052471638804007216
AKTIP	0.05968121069851633
AMFR	0.013962640055989677
NLRC5	0.08837241827332583
RP11-407G23.2	0.06506936559715111
CNGB1	0.00034337570947034146
CSNK2A2	0.0002610137173369307
CMTM1	0.0114330250868672
RP11-403P17.2	0.02163656977400135
FAM96B	0.020288909580383204
CES4A	0.0017040426111141185
RP11-361L15.5	0.046553657271669054
C16orf70	0.0584168091763024
B3GNT9	0.03773559623102713
FAM65A	0.07284177438625287
NUTF2	0.051077665988070134
EDC4	0.01762942108430949
SNTB2	0.08069199933044753
VPS4A	0.010244058253861732
CYB5B	0.03049069069441757
NFAT5	0.054426157921235375
DDX19B	0.012729208141917624
FUK	0.054449545875057
IL34	0.010218931703483805
VAC14	0.045405316893464054
RP11-252A24.2	0.03984712025454383
RP11-252A24.3	0.08747789763161738
KARS	0.006544255650221154
TAF1C	0.013486066060899218
KLHL36	0.09018706179014067
CRISPLD2	0.04806824847176902
COX4I1	0.06816968169193623
LINC00917	0.02704956501658111
ZFPM1	0.029711974788562
RP11-21B21.4	0.0616251444975401
MVD	0.00988897598535017
CTU2	0.004434617123044663
RP5-1142A6.10	0.03984712025454383
PIEZO1	0.045184856580694335
APRT	0.03579698348807138
PABPN1L	0.013171421409634116
ACSF3	0.009556561325666402
RP11-46C24.7	0.08113710943904323
SPG7	0.04274493563572236
RPL13	0.03915917165922859
SNORD68	0.008232130908580541
CDK10	0.030605506885474885
VPS9D1	0.0824132501245257
VPS9D1-AS1	0.08746678109902592
TCF25	0.014225088404740899
C17orf97	0.08062259625336064
INPP5K	0.0864294299912838
SCARF1	0.03789129260920515
HIC1	0.009598168688335152
SGSM2	0.0014018662726929822
RP1-59D14.5	0.07754925096364665
SPNS3	0.014602013715997232
ALOX15	0.0228966348396792
PSMB6	0.01033688286605004
PLD2	0.05201052691626039
MINK1	0.013946258641024329
CHRNE	0.08874097344732841
C17orf107	0.060220873418446244
PFN1	0.06866947406095053
ZFP3	0.09531771541227063
ZNF232	0.02136006660478165
USP6	0.04862422364337841
ZNF594	0.09781348195522302
ALOX12P2	0.08481934050689144
C17orf49	0.025519586743231706
CLEC10A	0.028276744661990788
DLG4	0.005425444788508683
ACADVL	0.05744441687491821
CTDNEP1	0.00013898162692661193
EIF5A	0.007011633720455686
GPS2	0.00014119614115920217
NEURL4	0.013326451638467745
PLSCR3	0.07276678251741321
ZBTB4	0.022672063428881024
TNFSF12	0.0004935643331795761
SENP3	0.0006863749896832165
EIF4A1	0.0005950740179388594
SNORD10	0.06525505509897396
CD68	0.008855255199269552
AC113189.5	0.002323615087222297
MPDU1	0.00450273859105829
CHD3	0.08210690841973012
TMEM107	0.08837241827332583
SLC25A35	0.060025510279167915
RANGRF	0.07077767803936755
CCDC42	0.05641444281776494
MFSD6L	0.06005351329666438
PIK3R6	0.006460187421201941
GAS7	0.09592690280958058
MAGOH2P	0.06346529586519006
MAP2K4	0.045405316893464054
HS3ST3B1	0.059606034290141115
TRPV2	0.00988897598535017
ATPAF2	0.007072845484018793
RP11-384M20.1	0.04478195133639284
DRG2	0.002282100598991753
ALKBH5	0.00034963670423089014
TVP23B	0.030621348777347412
SNORD3B-2	0.09938285402403417
RPS2P46	0.04889592711531268
RP11-78O7.2	0.04426530255385581
MEIS3P2	0.07835065731280993
PIGS	0.052635054089903634
SUPT6H	0.09531771541227063
RPL23A	0.024946445477219484
TRAF4	0.053394393790047366
AC010761.9	0.07247904411478541
RP11-20B24.7	0.028276744661990788
DHRS13	0.08931149243140764
SEZ6	0.00953935409003952
ABHD15	0.0683287303415824
TP53I13	0.08113710943904323
RP11-68I3.4	0.028618891386673277
GIT1	0.04667975525527794
RP11-68I3.10	0.0048356044673999315
SSH2	0.01263551868914958
BLMH	0.06794605275801487
RNF135	0.05507631982291759
OMG	0.05124816741578545
LRRC37B	0.013802221586522848
AC090616.2	0.09438678185535189
PSMD11	0.014477282997371181
AC084809.2	0.03915917165922859
LINC01989	0.051077665988070134
PEX12	0.04515645076242776
MMP28	0.053767833737698854
TAF15	0.05508486997801411
DHRS11	0.047502418784829456
LINC00672	0.04679079510244834
CACNB1	0.044011720504953764
RPL19	0.04036977378031598
AC087491.2	0.09548952172714444
PGAP3	0.08710900292446351
ZPBP2	0.0733763448084477
PSMD3	0.047072185821060555
RP11-749I16.3	0.05407595655311269
MSL1	0.014438596455161868
EIF1	0.004379922619184758
NKIRAS2	0.05000813260567908
STAT5B	0.010967253156539193
BRCA1	0.01220289027804637
RP11-242D8.1	0.012472492357362749
NBR1	0.03340528600260395
LINC00910	0.09645653531001551
LSM12	0.04399404656592763
ASB16	0.09484754340121289
EFTUD2	0.07945979298167431
MAP3K14	0.09322252932105528
RP11-798G7.8	0.013843681337733164
MRPL45P2	0.07971016252639128
KPNB1	0.03010721481857869
MRPL10	0.05508115832061233
SP6	0.053325843320814234
SNF8	0.007500909033364648
GNGT2	0.048215235215789465
ABI3	0.03533205090855425
PDK2	0.021286906914187945
PPP1R9B	0.058694092203214594
SPATA20	0.09963049257803355
RP11-670E13.3	0.015388699062727024
TRIM25	0.012362610396649317
RP11-159D12.2	0.0674092719243357
SRSF1	0.07676852178275609
DYNLL2	0.0038278140413793324
NDUFB8P2	0.0836657347508869
FAM106DP	0.007072845484018793
BCAS3	0.05754323655766746
CTD-3035K23.3	0.017025657031367228
PSMC5	0.007252826587492814
ICAM2	0.07219673605626158
LRRC37A3	0.07219673605626158
RP11-927P21.1	0.031892449676256665
RP11-927P21.2	0.07251618562245399
PRKCA	0.08609977977140035
PITPNC1	0.04836694102445564
AC145343.2	0.06796016302290998
RP11-120M18.2	0.07892990637284152
PRKAR1A	0.05754323655766746
MAP2K6	0.04779617184844009
RP1-193H18.2	0.009688176504407505
KCNJ2-AS1	0.03568706257111552
KCNJ2	0.08306222448364074
RPL38	0.021678831451477035
TTYH2	0.003475106667747963
CD300C	0.01847369413264792
NAT9	0.0016866408758528673
TMEM104	0.0008994681890583913
NT5C	0.08946021707741823
MIF4GD	0.08874097344732841
SLC25A19	0.03975015772240519
TSEN54	0.05896404023117597
RP11-552F3.4	0.0023472845104104832
CYGB	0.05201052691626039
PRCD	0.008855255199269552
RP11-666A8.7	0.059459555774338396
RP11-666A8.8	0.09795373387377972
RP11-666A8.12	0.09111000584502152
RP11-666A8.13	0.03149247340191917
RP11-666A8.9	0.03981686798606832
ST6GALNAC2	0.021736706181155176
SEPT9	0.028168860273653663
TMC6	0.015155162848047788
SYNGR2	0.0048158418368691855
LINC01993	0.03981686798606832
AC061992.2	0.009495641496549058
PGS1	0.04010431365767817
DNAH17	0.03315145621216147
USP36	0.029535885476245815
TIMP2	0.07395757960718344
CEP295NL	0.021212898732764007
RP11-334C17.5	0.014067839103561844
RPTOR	0.06188199187080793
AATK	0.08983616330953309
MIR657	0.06347832079142712
FAAP100	0.0702039914875276
PDE6G	0.0006867353946787634
MCRIP1	0.04815055681231838
ARHGDIA	0.0036857343547586807
ALYREF	0.0019730973834595376
ASPSCR1	0.046862271903849874
RFNG	0.026436239987849035
GPS1	7.38199832446604e-05
DUS1L	0.00010813964328248565
FASN	0.06361128063758939
SECTM1	0.06347832079142712
OGFOD3	0.06572912325213764
FOXK2	0.0215385287094257
LINC00470	0.04016528887087051
CBX3P2	0.009185846288123481
LPIN2	0.034633184148602225
DLGAP1-AS2	0.04390853925478008
DLGAP1-AS3	0.01760203991313875
ANKRD12	0.054426157921235375
TWSG1	0.0231125376882099
RALBP1	0.06775783373214614
PPP4R1	0.047288315144566356
RAB31	0.06883135911383141
VAPA	0.03040767065395706
MPPE1	0.03312315833696505
PSMG2	0.04554930670800357
C18orf8	0.059606034290141115
OSBPL1A	0.0009673900633822233
DSC2	0.010244058253861732
TRAPPC8	0.05237215844316164
KLHL14	0.09237640498765527
ZNF397	0.07753891974636287
ZSCAN30	0.03450270130743563
RP11-158H5.8	0.07284177438625287
RP11-158H5.7	0.05744441687491821
ZNF24	0.09553902466983676
ZNF396	0.010655378762987609
RP11-115N12.1	0.07907569613010564
PSTPIP2	0.04231679074190627
RP11-8H2.1	0.08437725303418928
C18orf25	0.03701100341715984
CTIF	0.005700250850926012
SMAD7	0.02316477046369775
CXXC1	0.009669518312453655
SMAD4	0.015399409011088917
RP11-456O19.5	0.08043961314325555
RP11-35G9.5	0.0919726613775655
CDH20	0.08218640565073493
PHLPP1	0.00825506163121148
VPS4B	0.09635686952661271
DSEL	0.0003214252999175843
NETO1	0.0645343384782447
RP11-713C5.1	0.010569080339732922
CNDP2	0.06703279611242896
LINC00909	0.05507631982291759
MBP	0.0864294299912838
RP11-862L9.2	0.07219673605626158
NFATC1	0.049991767245126925
RP11-196B3.1	0.04128562008257773
LINC01002	0.09999748112029676
TPGS1	0.08069199933044753
GZMM	0.08473881938386464
HCN2	0.06913104669303881
POLRMT	0.05333805925956703
RNF126	0.005457105401231147
PTBP1	0.062241594433975506
WDR18	0.008847076820721325
TMEM259	0.0012712074676397105
POLR2E	0.09191685013351782
CBARP	0.017672299289621423
ATP5D	0.005214182871580853
C19orf24	0.008847076820721325
NDUFS7	0.003248657060485217
DAZAP1	0.008232130908580541
RPS15	0.0017167795240769477
UQCR11	0.09890590221126554
REXO1	0.033929769427066596
ABHD17A	0.004682045625493
BTBD2	0.0215385287094257
IZUMO4	0.031828447417224896
AP3D1	0.0897250135796652
DOT1L	0.025310584338385234
SF3A2	0.031941378709839714
OAZ1	0.04396540781630735
SPPL2B	0.0702455957236643
TMPRSS9	0.03138857973159461
DIRAS1	0.09204195947211843
ZNF57	0.06816968169193623
AC006277.2	0.06821471556311398
AES	0.004117250894636297
GNA15	0.020857026107089
AC005264.2	0.09809297124784064
MFSD12	0.009598168688335152
HMG20B	0.08609405382683184
PIP5K1C	0.024527532062580612
APBA3	0.05106138515223751
EEF2	8.582751879992231e-05
ZBTB7A	0.08436772232301379
MAP2K2	0.06204418410284305
CCDC94	0.054426157921235375
SHD	0.017672299289621423
MPND	0.023362053759475983
SH3GL1	0.06397848171710153
PLIN4	0.005731893585133686
PLIN5	0.010004175712452663
DPP9	0.001327429750406543
TICAM1	0.0018146221163224039
RPL36	0.057451183105287795
LONP1	0.09548952172714444
DUS3L	0.048664790869455465
NDUFA11	0.04270010297974225
CTC-232P5.1	0.05372452117751767
RFX2	0.07284177438625287
CTC-232P5.3	0.06658319170906031
CLPP	0.03315145621216147
ALKBH7	0.034945636950564324
GTF2F1	0.005384789769344279
KHSRP	0.06483329201818616
DENND1C	0.05268194175380387
TNFSF9	0.08306222448364074
SH2D3A	0.08856469158218713
C19orf45	0.09261338658092824
XAB2	0.027039629635328
MAP2K7	0.011977631724087284
SNAPC2	0.004914300666318758
NDUFA7	0.07247904411478541
RPS28	0.02130385043758936
RAB11B	0.032637142015918934
MARCH2	0.08567018420734686
HNRNPM	0.009021640283228707
CTD-2529P6.3	0.08977210717044114
ZNF559	0.0743872940642716
PIN1	0.035941471075177506
C19orf66	0.05589971817312645
CTD-2240E14.4	0.08757491392043837
PPAN	0.07721513085727827
EIF3G	0.0008288106527327902
S1PR2	0.011635050038559636
CDC37	0.011069002228598818
PDE4A	0.06643724457126142
QTRT1	0.07247904411478541
YIPF2	0.0799952123454126
CTC-510F12.2	0.09770815898348718
RAB3D	0.0893456953305086
PRKCSH	0.050024138641039426
ECSIT	0.006547378716483935
ELOF1	0.0274335814237522
ZNF439	0.009773474024718221
ZNF700	0.08011354455184042
ZNF763	0.022844312374368757
ZNF788	0.05730363433677441
ZNF44	0.024071941459449662
ZNF442	0.03773559623102713
CTD-3105H18.4	0.013962640055989677
ZNF799	0.0634600526186549
ZNF709	0.030110026637542663
ZNF564	0.029602247024818246
RPL10P16	0.09871478136132844
MAN2B1	0.013525586820277508
WDR83	0.014067839103561844
WDR83OS	0.005731893585133686
DHPS	0.003963992087218238
TNPO2	0.09441401262353695
ASNA1	0.0809593165701941
GCDH	0.020046191342441726
FARSA	0.05048423185768375
RAD23A	0.04761461427960983
GADD45GIP1	0.014777613016313368
TRMT1	0.053050101989803984
CCDC130	0.028827819115323797
C19orf53	0.040268100442250036
CC2D1A	0.07877734015824894
CTD-2189E23.1	0.031588731753861995
DDX39A	0.05020373597493812
PKN1	0.00953935409003952
PTGER1	0.09195468069303273
TECR	0.027039629635328
ZNF333	0.03943791134047066
ADGRE2	0.05754323655766746
AKAP8L	0.0809593165701941
WIZ	0.008232130908580541
CYP4F12	0.029777965419829976
LINC01835	0.06485101853860939
SLC35E1	0.014067839103561844
CTD-3032J10.3	0.04197187548959448
OCEL1	0.0970140727701448
BABAM1	0.007632220008231435
RPL18A	0.020167333270622322
AC005796.2	0.05048423185768375
CCDC124	0.004172026768003777
IL12RB1	0.013369398796389197
KIAA1683	0.0438928052292157
JUND	0.026792714671278074
LSM4	0.09683376545482962
SSBP4	0.0353983720155718
UBA52	0.006230734389074033
C19orf60	0.01182067178114863
DDX49	0.0016149728349758791
ARMC6	0.019038261505455546
NDUFA13	0.023362053759475983
ATP13A1	0.007475804271190977
ZNF101	0.057451183105287795
BNIP3P9	0.06157801503816265
ZNF253	0.004737657456489503
ZNF93	1.1128510864474854e-05
ZNF682	0.06120148092257662
ZNF90	3.0411187605970874e-06
AC006539.2	0.08505092944744083
ZNF486	0.00022162614910113012
BNIP3P16	0.054571122937061754
ZNF737	0.019279908445845532
ZNF626	0.010244058253861732
ZNF66	0.022490596400352846
ZNF85	0.011170131956068289
ZNF493	0.004899880024585398
ZNF429	0.0009209449153307933
BNIP3P26	0.006460324891215515
ZNF43	0.04061952059774461
ZNF492	0.08946021707741823
IPO5P1	0.06814316784922263
ZNF91	0.011776453969700841
ZNF681	0.05020373597493812
RP11-255H23.2	0.044162700065037676
ZNF254	1.788827306833035e-08
CTD-2017D11.1	0.042526939411247994
CTD-2017D11.2	0.00027060186425737577
BNIP3P40	0.03953434077759013
CTD-2027I19.2	0.0696036439971667
CTC-459F4.6	0.04805604756595562
LINC00906	0.05375661295303074
PLEKHF1	0.05048423185768375
TSHZ3	0.058694092203214594
AC007773.2	0.07643006746786016
TDRD12	0.02347833765640596
PEPD	0.03773559623102713
KCTD15	0.029777965419829976
SCN1B	0.01223569542597546
CTD-2527I21.5	0.08327214196637821
FXYD5	0.006192284489108195
USF2	0.05507631982291759
RN7SL491P	0.08708111106238882
AC002511.3	0.010495549967063051
TMEM147	0.018678946774492264
RBM42	0.042318188009393916
ETV2	0.06289083106493458
U2AF1L4	0.0631038225207901
NFKBID	0.014067839103561844
AD000864.6	0.05140706319673262
HCST	0.029238019789748385
POLR2I	0.0803992579271619
AD001527.4	0.011977631724087284
CAPNS1	0.005308383733444613
ZNF382	0.04862422364337841
ZNF829	0.09055761221197578
ZNF585A	0.04585658963844563
ZNF585B	0.002682127374498755
CTD-3220F14.3	0.06462296269951635
ZNF540	0.010237579485025164
ZNF607	0.03489990429799271
PSMD8	0.002656285966702171
EIF3K	0.0006119457923770953
ECH1	0.007972660454011543
HNRNPL	0.0025813461136085956
SIRT2	0.0010512858722052214
NFKBIB	0.0283252075412936
SARS2	0.006136272621052535
CTC-246B18.8	0.05589971817312645
PLEKHG2	0.0619252385476593
RPS16	0.04667975525527794
SUPT5H	0.004840437086141138
TIMM50	0.010413304599225147
PSMC4	0.0030096938974327092
MAP3K10	0.003977280583107566
TTC9B	0.005425444788508683
AKT2	0.02636032491871098
C19orf47	0.02236611340137637
SPTBN4	0.028276744661990788
SNRPA	0.02316477046369775
CYP2F2P	0.03486887829729611
HNRNPUL1	0.014067839103561844
TGFB1	0.03579838240672422
ATP5SL	0.053908303365821926
AC006129.1	0.0947155476946249
RPS19	0.048270900439093795
ZNF526	0.03773559623102713
ETHE1	0.09016285819276987
IRGQ	0.04357799039561818
ZNF428	0.0006867353946787634
SMG9	0.08665846893736175
KCNN4	0.04934747188697165
ZNF45	0.0922122186166963
ZNF230	0.006665957182605983
ZNF222	0.012949864576629277
ZNF223	0.024071941459449662
ZNF226	0.040443199294910186
ZNF285	0.04884254427042012
ZNF229	0.008855255199269552
ZNF180	0.04253904774587324
ZNF296	0.06523898616725014
PPP1R37	0.09809297124784064
BHMG1	0.03579698348807138
DMWD	0.06973309634071134
SYMPK	0.029777965419829976
MYPOP	0.04061952059774461
DACT3	0.0034353618540635374
AP2S1	0.018074258475679374
KPTN	0.06804166687795274
NAPA-AS1	0.04779617184844009
NAPA	0.015239710816021755
GLTSCR2	0.03364105034718235
SELENOW	0.08147351527327394
CARD8	0.004575237337123287
EMP3	0.015531355412368183
KDELR1	0.05795418019840808
RPL18	0.023713923252587595
BAX	0.0025955335647130876
FTL	0.06175081820323883
CCDC155	0.06266397563350427
PIH1D1	0.07207416290153126
ALDH16A1	0.054904182326193804
RPL13A	0.07062698772262314
